User_ID,Evaluation_ID,Question ID,Question Text,Value
59352,5313,16,Feel treated fairly at work?,3
59352,5313,6,Feel that life was meaningless?,0
59352,5313,17,Feel there is a good relationship with your colleagues?,2
59241,5316,19,Feel that management trusted the employees to do their work well?,2
59352,5313,19,Feel that management trusted the employees to do their work well?,3
59352,5313,12,Get behind in your work?,2
59352,5313,15,Feel recognized and appreciated at work?,1
59352,5313,7,Feel scared without any good reason?,1
59352,5313,10,Feel intolerant of anything that kept you from what you were doing?,1
59352,5313,21,Feel conflicts were resolved in a fair way?,3
59352,5313,8,Feel you were close to panic?,2
59352,5313,9,Found it hard to wind down?,1
59241,5316,3,Social,3
59241,5316,8,Feel you were close to panic?,1
59352,5313,13,Influence decisions concerning your work?,2
59352,5313,14,Find your work meaningful?,1
59352,5313,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59352,5313,18,Worry about becoming unemployed or being transferred against your will?,1
59352,5313,20,Trust management?,3
59352,5313,22,Feel work negatively affected your private life?,3
59352,5313,23,Get exposed to undesired sexual attention or violence?,0
59241,5316,1,Individual,3
59241,5316,2,Interpersonal,2
59241,5316,4,Overall,3
59241,5316,5,Feel you had nothing to look forward to?,1
59241,5316,6,Feel that life was meaningless?,0
59241,5316,9,Found it hard to wind down?,1
59241,5316,10,Feel intolerant of anything that kept you from what you were doing?,0
59241,5316,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59241,5316,12,Get behind in your work?,1
59241,5316,14,Find your work meaningful?,2
59241,5316,15,Feel recognized and appreciated at work?,2
59241,5316,13,Influence decisions concerning your work?,1
59241,5316,16,Feel treated fairly at work?,2
59241,5316,17,Feel there is a good relationship with your colleagues?,2
59241,5316,18,Worry about becoming unemployed or being transferred against your will?,0
59241,5316,20,Trust management?,2
59241,5316,21,Feel conflicts were resolved in a fair way?,2
59241,5316,22,Feel work negatively affected your private life?,1
59241,5316,23,Get exposed to undesired sexual attention or violence?,0
59241,5316,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
